flower_binary,fruit_binary,year,day_of_the_year,dbh_cm,height_m
0,0,2022,117,21,8
0,0,2022,117,21,9
0,0,2022,117,21,9
0,0,2022,118,21,7
0,0,2022,118,21,10
0,0,2022,121,21,10
0,0,2022,121,21,10
0,0,2022,121,21,9
0,0,2022,121,21,13
0,0,2022,121,21,9
0,0,2022,121,21,13
0,0,2022,121,21,10
0,0,2022,121,21,9
0,0,2022,121,21,13
0,0,2022,122,21,11
0,0,2022,122,21,9
0,0,2022,122,21,11
0,0,2022,122,21,
0,0,2022,123,21,8.5
0,0,2022,170,21,8
0,1,2022,113,21,8
,,2019,107,20.9,10
,,2020,320,20.7,
0,1,2021,334,20.5,13
,,2020,248,20.5,
,,2020,283,20.5,
,1,2021,8,20.5,11
0,1,2021,251,20.5,6.5
0,1,2021,265,20.5,6.9
0,1,2021,279,20.5,12.4
0,1,2021,280,20.5,7.8
0,1,2021,314,20.5,11
0,1,2021,332,20.5,10
0,1,2021,332,20.5,11
0,1,2021,332,20.5,9
,1,2021,343,20.5,10
0,1,2021,355,20.5,9
0,0,2022,88,20.5,9
0,0,2022,88,20.5,10
0,1,2022,113,20.5,10
0,0,2022,113,20.5,10
0,0,2022,117,20.5,9
0,0,2022,117,20.5,9
0,0,2022,122,20.5,12
0,0,2022,122,20.5,10
0,1,2022,165,20.5,8
,,2020,278,20.1,
,,2020,322,20.1,
,1,2021,343,20.1,7
,,2018,268,20,10
0,1,2021,279,20,9
,1,2021,342,20,7
0,1,2021,284,20,12
0,1,2021,322,20,10
0,1,2021,334,20,13
,,2018,268,20,10
,,2021,69,20,
,,2021,154,20,
,0,2021,130,16,10
,1,2018,267,20,12
,,2018,268,20,8
,1,2018,297,20,
,1,2019,241,20,8
,1,2019,241,20,10
,1,2019,241,20,9
,,2020,146,20,10
,,2020,146,20,12
,,2020,146,20,10
,,2020,146,20,10
,,2020,240,20,10
,,2020,240,20,8
,,2020,254,20,10
,1,2020,254,20,16
,,2020,265,20,9
,,2020,266,20,12
,,2020,272,20,13
,,2020,272,20,10
,,2020,275,20,9
,0,2020,301,20,13
,,2020,316,20,8
,,2020,330,20,
,0,2020,349,20,9
,0,2021,48,20,8
0,0,2021,70,20,10
,,2021,75,20,
0,0,2021,97,20,15
,,2021,98,20,10
0,0,2021,104,20,8
0,0,2021,106,20,10
,1,2021,130,15,9
,0,2021,130,14,8
0,1,2021,211,20,10
,,2021,218,20,8
,1,2021,218,20,14
,1,2021,218,20,10
,1,2021,218,20,14
,1,2021,218,20,6
0,1,2021,221,20,10
0,1,2021,222,20,11
,1,2021,130,14,8
,0,2021,130,14,9
0,1,2021,238,20,9.6
0,1,2021,238,20,13
0,1,2021,239,20,12.6
0,1,2021,241,20,8
0,0,2021,250,20,9
0,0,2021,277,20,11
0,1,2021,280,20,12
0,1,2021,280,20,13
0,1,2021,281,20,12
0,1,2021,284,20,8
0,1,2021,285,20,10
0,1,2021,286,20,12
0,,2021,322,20,10
,1,2021,330,20,9
,1,2021,330,20,8
0,1,2021,332,20,9
0,1,2021,332,20,12
0,1,2021,332,20,8
0,1,2021,333,20,11
0,1,2021,333,20,11
0,1,2021,333,20,
0,1,2021,334,20,11
0,1,2021,334,20,10
0,1,2021,340,20,10
0,1,2021,340,20,5
,1,2021,340,20,10
,1,2021,342,20,5
,1,2021,130,13,6
0,0,2021,355,20,8
0,0,2021,355,20,4
,,2022,27,20,12
,,2022,46,20,10
,1,2022,47,20,14
0,0,2022,89,20,9
0,1,2022,96,20,10
0,1,2022,97,20,10
0,0,2022,97,20,20
0,1,2022,97,20,12
0,1,2022,112,20,11
0,1,2022,112,20,8
0,1,2022,112,20,8
0,1,2022,112,20,9
0,0,2022,113,20,17
0,0,2022,116,20,9
1,1,2022,117,20,12
1,0,2022,117,20,9
0,0,2022,117,20,8
0,0,2022,117,20,9
0,0,2022,117,20,8
0,0,2022,117,20,10
0,0,2022,117,20,8
0,0,2022,117,20,8
0,0,2022,117,20,10
0,0,2022,117,20,9
0,0,2022,117,20,9
0,0,2022,117,20,8
0,0,2022,117,20,10
0,0,2022,118,20,9
0,0,2022,118,20,9
0,0,2022,122,20,11
0,0,2022,122,20,7.5
0,0,2022,122,20,7.5
0,0,2022,122,20,7.5
0,0,2022,123,20,10
0,0,2022,124,20,9
0,0,2022,154,20,9
0,1,2022,165,20,10
0,0,2022,178,20,10
0,0,2022,178,20,12
0,0,2022,178,20,8
0,1,2022,217,20,10
0,1,2022,220,20,8
0,1,2022,220,20,10
0,0,2022,221,20,10
,,2020,247,19.7,
,1,2020,253,19.7,12
,,2020,330,19.7,
,,2020,247,19.6,
0,0,2022,97,19.5,10
0,0,2021,161,19.5,11
0,1,2021,162,19.5,12
0,1,2021,221,19.5,11
0,1,2021,221,19.5,12
0,1,2021,222,19.5,12
0,1,2021,222,19.5,11
0,1,2021,242,19.5,10
0,1,2021,281,19.5,10
0,1,2021,333,19.5,13
0,1,2021,333,19.5,10
0,1,2021,334,19.5,12
0,1,2021,340,19.5,8.8
0,1,2021,340,19.5,9
,1,2021,342,19.5,9
0,1,2022,112,19.5,9
0,1,2022,116,19.5,8
0,0,2022,117,19.5,10
0,1,2022,125,19.5,7
,,2020,320,19.4,
,,2020,278,19.3,
,1,2020,254,19.2,8.5
,,2020,320,19.1,
,,2020,320,19.1,
,,2020,266,19,
,,2020,266,19,
,1,2019,241,19,10
0,1,2021,281,19,9
0,1,2021,286,19,10
0,1,2021,286,19,10
0,1,2021,334,19,10
0,1,2022,164,19,9
,,2020,224,19,13
,,2020,240,19,10
,1,2020,245,19,7
,,2020,245,19,8
,,2020,245,19,10
,,2020,245,19,10
,,2020,245,19,8
,1,2020,253,19,11
,1,2020,253,19,11
,1,2020,254,19,13
,,2020,266,19,14
,,2020,266,19,18
,,2020,275,19,11
,1,2020,316,19,8
,1,2020,316,19,9
,,2020,330,19,
0,0,2021,40,19,4
,,2021,53,19,6
,0,2021,130,13,10
,1,2021,130,13,6
,1,2021,130,13,6
,0,2021,130,12,7
,0,2021,130,12,6
,0,2021,130,12,7
,1,2021,130,11,6
,1,2021,148,19,8
1,1,2021,161,19,12
,,2021,218,19,12
0,1,2021,221,19,11
0,1,2021,221,19,9
0,1,2021,223,19,11
0,1,2021,239,19,12
0,1,2021,279,19,10
0,1,2021,280,19,10.4
0,1,2021,280,19,11
0,1,2021,285,19,11
0,1,2021,285,19,10
0,1,2021,285,19,10
0,1,2021,286,19,10
0,1,2021,314,19,
0,0,2021,322,19,11
0,1,2021,322,19,9
0,1,2021,322,19,11
,1,2021,330,19,9
,1,2021,330,19,9
0,1,2021,332,19,13
0,1,2021,332,19,12
0,1,2021,333,19,13.4
0,1,2021,333,19,10
0,1,2021,333,19,11
0,1,2021,334,19,11
0,1,2021,334,19,13
,,2021,334,19,11
0,1,2021,340,19,9.4
0,1,2021,340,19,8.8
0,1,2021,341,19,8
,1,2021,342,19,9
,1,2021,342,19,13
,,2021,342,19,13
,1,2021,342,19,7
,,2022,11,19,7
0,0,2022,47,19,15
0,0,2022,88,19,10
0,1,2022,97,19,7
0,1,2022,102,19,
0,1,2022,112,19,8
0,1,2022,113,19,9
0,0,2022,113,19,8
0,1,2022,115,19,9
0,1,2022,115,19,6
0,1,2022,116,19,8
0,1,2022,116,19,10
0,0,2022,116,19,9
0,1,2022,117,19,10
0,0,2022,117,19,10
0,0,2022,117,19,9
0,0,2022,117,19,10
0,0,2022,117,19,8
0,0,2022,117,19,11
0,0,2022,118,19,8
0,0,2022,118,19,9
0,0,2022,118,19,10
0,0,2022,118,19,10
0,0,2022,118,19,10
0,0,2022,118,19,7
0,0,2022,118,19,8
0,0,2022,122,19,7
1,0,2022,122,19,8
0,0,2022,122,19,7
1,1,2022,122,19,11
0,0,2022,124,19,8
0,0,2022,125,19,10.5
0,0,2022,165,19,8
0,0,2022,173,19,9
0,0,2022,213,19,7
0,1,2022,217,19,10
0,1,2022,217,19,7
,,2020,320,18.8,
,,2020,272,18.7,8
0,1,2021,164,18.5,8
0,1,2021,208,18.5,10
0,1,2021,224,18.5,11
0,1,2021,334,18.5,15
,,2020,255,18.5,10
,,2020,319,18.5,
,,2020,320,18.5,
,,2020,322,18.5,
,1,2021,130,11,5
0,1,2021,211,18.5,10
0,1,2021,221,18.5,10
0,1,2021,221,18.5,10
0,1,2021,251,18.5,8
0,1,2021,279,18.5,9.5
0,1,2021,281,18.5,9.4
0,1,2021,284,18.5,7.5
0,1,2021,284,18.5,12.4
0,1,2021,314,18.5,8.5
0,1,2021,333,18.5,10
0,1,2021,333,18.5,8.4
0,1,2021,334,18.5,13
0,1,2021,334,18.5,10
0,1,2021,342,18.5,8
0,0,2022,113,18.5,8
0,1,2022,115,18.5,7
,1,2021,342,18.45,8
,1,2020,253,18.3,12
,0,2021,130,11,7
,1,2020,253,18.1,11
,,2020,319,18.1,
,,2020,322,18.1,
,,2020,322,18.1,
,,2020,266,18,
0,1,2021,332,18,9
0,1,2021,334,18,9
,,2020,244,18,
0,1,2021,222,18,10
,,2020,316,18,7
0,1,2021,279,18,10
0,1,2021,284,18,10
0,1,2021,286,18,7
0,0,2021,333,18,12
0,1,2021,334,18,12
0,1,2021,334,18,11
,0,2018,248,18,8
,0,2018,248,18,12
,1,2018,248,18,9
,1,2018,248,18,12
,1,2018,248,18,15
,1,2018,298,18,10
,,2019,51,18,9
,,2019,51,18,8
,,2019,53,18,11
,,2020,146,18,10
,,2020,146,18,8
,,2020,224,18,9
,,2020,244,18,9
,,2020,245,18,8
,,2020,245,18,7
,1,2020,253,18,16
,1,2020,253,18,15
,,2020,253,18,11
,1,2020,254,18,12
,,2020,266,18,16
,,2020,266,18,12
,,2020,266,18,18
,,2020,268,18,
,,2020,275,18,10
,1,2020,316,18,8
,,2021,41,18,9
,0,2021,130,8.5,5
,0,2021,85,18,10
0,0,2021,85,18,10
,,2021,91,18,
,1,2021,130,8,5
,,2021,105,18,
0,0,2021,123,18,9
,0,2021,130,7.5,5
,0,2021,130,7,6
,1,2021,130,6,5
,0,2021,130,3,5
0,1,2021,131,,10
,,2021,154,18,12
0,1,2021,161,18,9
,,2021,218,18,10
,1,2021,218,18,7
,,2021,218,18,13
0,1,2021,218,18,8
0,1,2021,220,18,11
0,1,2021,224,18,10
0,1,2021,131,26,10
0,1,2021,238,18,8.2
0,1,2021,239,18,13
0,1,2021,239,18,11
,1,2021,244,18,15
0,0,2021,264,18,5
0,1,2021,264,18,8
0,1,2021,266,18,7
0,1,2021,270,18,7
0,1,2021,277,18,11
0,1,2021,278,18,9.4
0,1,2021,279,18,9
0,1,2021,280,18,10.8
0,1,2021,280,18,12.8
0,0,2021,284,18,9.5
0,1,2021,284,18,11
0,1,2021,284,18,12.2
0,1,2021,285,18,9
0,1,2021,285,18,10
0,1,2021,286,18,8
0,1,2021,286,18,10
0,1,2021,286,18,11
0,1,2021,286,18,9
0,1,2021,298,18,8
0,1,2021,315,18,7
0,1,2021,315,18,8.6
0,1,2021,332,18,11
0,1,2021,333,18,8.8
0,1,2021,333,18,9
0,1,2021,333,18,12
0,1,2021,334,18,11
0,1,2021,334,18,8
0,1,2021,339,18,9.4
,1,2021,340,18,12
,1,2021,342,18,5
,,2021,342,18,8
,1,2021,343,18,12
0,1,2021,355,18,13
0,1,2021,355,18,5
0,0,2021,355,18,8
0,0,2021,132,24,15
,,2022,42,18,8
1,0,2022,77,18,8
0,1,2022,96,18,11
0,1,2022,97,18,13
0,0,2022,101,18,11
0,1,2022,111,18,9
0,1,2022,112,18,8.5
0,0,2022,112,18,10
0,1,2022,113,18,7
0,0,2022,113,18,7
0,1,2022,115,18,8
0,1,2022,115,18,5
0,1,2022,116,18,11
0,1,2022,116,18,6
0,0,2022,117,18,7
0,0,2022,117,18,9
0,0,2022,117,18,9
0,0,2022,117,18,10
0,0,2022,117,18,10
0,0,2022,117,18,9
0,0,2022,117,18,9
0,0,2022,117,18,9
0,0,2022,117,18,5
0,0,2022,118,18,8
0,0,2022,118,18,8
0,0,2022,118,18,9
0,0,2022,121,18,9
0,0,2022,122,18,11
0,1,2022,122,18,9
0,0,2022,123,18,8
0,0,2022,125,18,13.5
0,0,2022,165,18,8
0,0,2022,172,18,9
0,0,2022,178,18,10
0,1,2022,203,18,6
0,1,2022,217,18,8
0,1,2022,217,18,7
0,0,2022,221,18,8
0,0,2022,221,18,8
,,2020,322,17.8,
,,2020,283,17.7,
,,2020,283,17.7,
,1,2021,342,17.6,8.5
,1,2021,342,17.6,5
0,0,2021,106,17.5,9
0,1,2021,224,17.5,12
,,2020,247,17.5,
,,2020,272,17.5,8
,0,2020,301,17.5,8
,,2020,322,17.5,
,,2020,330,17.5,
,1,2021,8,17.5,7
0,1,2021,131,22,12
0,1,2021,163,17.5,9
0,1,2021,207,17.5,9
0,1,2021,210,17.5,8
0,1,2021,222,17.5,6.5
0,1,2021,222,17.5,11
0,1,2021,270,17.5,8
0,1,2021,277,17.5,10
0,1,2021,277,17.5,11
0,1,2021,279,17.5,11.6
0,1,2021,280,17.5,7.8
0,1,2021,322,17.5,12
0,1,2021,342,17.5,8.2
0,1,2021,342,17.5,9.4
0,1,2022,112,17.5,10
0,1,2022,112,17.5,9
0,0,2022,113,17.5,7
0,0,2022,118,17.5,11
,,2020,253,17.4,7.5
,1,2020,253,17.3,9
,1,2020,253,17.2,6.5
,1,2020,253,17.2,6.5
,,2020,319,17.2,
0,0,2021,162,17,14
0,1,2021,162,17,10
0,1,2021,279,17,8
0,1,2021,334,17,13
,,2019,53,17,10
,1,2020,238,17,8
,,2020,240,17,8
,,2020,240,17,9
,,2020,245,17,8
,1,2020,253,17,12
,1,2020,253,17,12
,1,2020,253,17,15
,,2020,253,17,18
,1,2020,253,17,10
,0,2020,254,17,9
,0,2020,254,17,10
,,2020,266,17,12
,,2020,275,17,10
,,2020,275,17,11
,1,2020,316,17,7
,,2020,319,17,
,1,2020,323,17,11
,,2020,331,17,10
,,2020,343,17,8
0,1,2021,132,22,10
,0,2021,85,17,8
,0,2021,91,17,10
0,0,2021,98,17,10
0,0,2021,98,17,9
0,0,2021,106,17,8
0,1,2021,131,21,9
0,1,2021,132,19,11
0,0,2021,161,17,10
0,0,2021,162,17,12
0,0,2021,162,17,8
0,1,2021,163,17,8
0,0,2021,132,19,11
0,1,2021,207,17,9
,,2021,218,17,8
0,1,2021,218,17,8
0,1,2021,221,17,10
,1,2021,236,17,7
0,1,2021,238,17,8
0,1,2021,238,17,9
0,1,2021,239,17,12
0,1,2021,239,17,12
0,1,2021,239,17,10
0,1,2021,132,19,13
,,2021,244,17,8
,1,2021,244,17,14
0,1,2021,266,17,6
0,1,2021,279,17,8
0,1,2021,280,17,12
0,1,2021,280,17,13
0,1,2021,281,17,9.6
0,1,2021,281,17,10
0,1,2021,281,17,8.2
0,1,2021,281,17,12
0,1,2021,281,17,6
0,1,2021,285,17,9
0,1,2021,322,17,10
,1,2021,330,17,10
0,1,2021,332,17,8
0,1,2021,332,17,10
0,1,2021,332,17,9
0,1,2021,333,17,10
0,1,2021,333,17,9
0,1,2021,333,17,9
0,1,2021,333,17,8
0,1,2021,334,17,11
0,1,2021,334,17,11
0,1,2021,334,17,10.8
0,1,2021,334,17,8.5
0,1,2021,340,17,7.6
,1,2021,342,17,8
0,0,2021,355,17,10
0,1,2021,355,17,10
0,1,2021,355,17,9
0,1,2021,355,17,8
0,0,2021,355,17,9
,1,2022,47,17,8
0,0,2022,47,17,
1,0,2022,76,17,9
0,0,2022,88,17,9
0,0,2022,88,17,9
0,0,2022,88,17,11
0,0,2022,88,17,10
0,0,2022,89,17,8
0,1,2021,131,18,13
0,0,2022,95,17,8
0,0,2022,95,17,10
0,0,2022,96,17,10
0,1,2022,97,17,8
0,0,2022,97,17,6
0,0,2022,97,17,9
0,1,2022,97,17,17
0,0,2022,97,17,6
0,1,2022,109,17,9
0,0,2022,112,17,7
0,1,2022,113,17,6
0,1,2022,115,17,10
0,1,2022,116,17,8
0,0,2022,116,17,8
0,0,2022,116,17,7
0,1,2022,116,17,10
0,1,2022,116,17,9
0,1,2022,117,17,9
0,0,2022,117,17,8
0,0,2022,117,17,10
0,0,2022,117,17,7
0,0,2022,117,17,10
0,0,2022,117,17,8
0,0,2022,117,17,6
0,0,2022,117,17,8
0,0,2022,117,17,7
0,0,2022,117,17,8
0,0,2022,117,17,6
0,0,2022,117,17,8
0,0,2022,118,17,9
0,0,2022,118,17,7
0,0,2022,118,17,6.5
0,0,2022,118,17,8
0,0,2022,121,17,9
0,0,2022,121,17,9
0,1,2022,122,17,8
0,0,2022,122,17,8
0,0,2022,122,17,9
0,0,2022,122,17,9
0,0,2022,123,17,8
0,0,2022,125,17,10.5
0,0,2022,153,17,8
0,1,2022,213,17,8
0,1,2022,217,17,10
,,2020,272,16.9,9
,,2020,319,16.9,
,,2020,322,16.9,
0,1,2021,355,16.8,9
,1,2020,253,16.7,9
,1,2020,254,16.7,10
,1,2020,301,16.7,12
,,2020,248,16.6,
,,2020,319,16.6,
0,1,2021,355,16.5,8
,,2020,272,16.5,8.5
,,2020,322,16.5,
0,0,2021,85,16.5,8
0,1,2021,132,17,11
0,0,2021,132,16.5,11
0,1,2021,211,16.5,9.5
0,1,2021,221,16.5,11
0,1,2021,224,16.5,10
0,1,2021,225,16.5,7
0,1,2021,238,16.5,9.4
0,1,2021,249,16.5,6.2
0,1,2021,278,16.5,8
0,1,2021,279,16.5,10
0,1,2021,280,16.5,12
0,1,2021,281,16.5,7.8
0,1,2021,285,16.5,8.8
0,1,2021,285,16.5,10.3
0,1,2021,285,16.5,9.6
0,1,2021,315,16.5,8
0,1,2021,333,16.5,10.4
0,1,2021,333,16.5,6
0,1,2021,333,16.5,11
0,1,2021,333,16.5,9.8
0,1,2021,333,16.5,8.6
0,1,2021,334,16.5,11.2
0,1,2021,334,16.5,12
0,1,2021,339,16.5,10.4
0,1,2021,340,16.5,6.8
0,1,2021,356,16.5,13
1,0,2022,88,16.5,7
0,0,2022,113,16.5,8
0,1,2022,115,16.5,7
0,0,2022,116,16.5,8
0,0,2022,117,16.5,7
0,0,2022,117,16.5,11
0,0,2022,173,16.5,7
,1,2020,253,16.4,10
,,2020,319,16.4,
,,2020,319,16.4,
,1,2021,340,16.25,5
,,2020,247,16.2,
,,2020,322,16.2,
1,0,2021,154,16,
0,1,2021,332,16,12
0,1,2021,286,16,9
1,1,2019,32,16,5
0,1,2021,284,16,10
0,1,2021,334,16,12
,0,2020,272,16,14
,1,2020,316,16,7
,,2021,53,16,6
0,1,2021,334,16,7
,1,2022,25,16,10
0,1,2022,97,16,16
0,1,2022,112,16,5
0,1,2022,118,16,6
0,1,2022,217,16,8
0,1,2022,217,16,8
,1,2018,248,16,
,,2019,51,16,8
,,2020,146,16,9
,,2020,146,16,11
,,2020,146,16,9
,,2020,233,16,8
,,2020,238,16,7
,,2020,244,16,
,,2020,245,16,8
,,2020,253,16,16
,1,2020,253,16,5
,1,2020,253,16,5
,1,2020,254,16,16
,,2020,255,16,6
,,2020,255,16,9
,,2020,266,16,9
,,2020,266,16,
,0,2020,272,16,16
,0,2020,301,16,12
,1,2020,316,16,8
,1,2020,331,16,7
1,,2021,69,16,10
,,2021,91,16,
0,0,2021,96,16,7
1,,2021,98,16,8
0,0,2021,104,16,9
0,1,2021,131,16,10
0,0,2021,132,16,10
0,1,2021,132,16,12
0,0,2021,132,15,11
0,0,2021,139,16,10
0,0,2021,162,16,10
0,1,2021,162,16,9
0,1,2021,162,16,11
0,1,2021,164,16,7
0,1,2021,207,16,10
0,1,2021,208,16,8
0,1,2021,208,16,7
0,1,2021,208,16,6
0,1,2021,208,16,9
0,1,2021,221,16,7
0,1,2021,222,16,10
0,1,2021,222,16,8
0,1,2021,224,16,9
0,1,2021,238,16,15
0,1,2021,238,16,8
0,1,2021,238,16,11
0,1,2021,239,16,8.5
0,1,2021,132,15,12
0,0,2021,277,16,10
0,1,2021,277,16,10.5
0,1,2021,278,16,8.6
0,1,2021,279,16,8.4
0,1,2021,279,16,9
0,1,2021,280,16,15
0,1,2021,280,16,7
0,1,2021,280,16,8
0,1,2021,281,16,16
0,1,2021,284,16,11.4
0,1,2021,285,16,9
0,1,2021,285,16,9.4
0,1,2021,285,16,11
0,1,2021,286,16,9
0,1,2021,322,16,10
,1,2021,330,16,6
,1,2021,330,16,10
0,1,2021,332,16,10
0,1,2021,332,16,10
0,1,2021,333,16,9
0,1,2021,333,16,8.4
0,0,2021,333,16,10
0,1,2021,333,16,9
0,1,2021,334,16,8
0,1,2021,340,16,10.2
,1,2021,340,16,12
,1,2021,340,16,7
0,1,2021,341,16,10
0,1,2021,342,16,8.4
0,1,2021,342,16,6.8
0,1,2021,342,16,8.8
0,1,2021,342,16,7
,1,2021,342,16,7
,1,2021,342,16,6.5
,1,2021,342,16,5
0,1,2021,356,16,10
1,0,2022,47,16,7.4
0,0,2022,47,16,8
0,1,2021,131,11.5,7
1,0,2022,88,16,8
0,0,2022,88,16,9
0,0,2022,88,16,9
0,0,2022,97,16,8
0,1,2022,97,16,16
0,0,2022,97,16,5
0,0,2022,98,16,7
0,1,2022,98,16,8
0,1,2022,111,16,8
0,0,2022,112,16,7
0,0,2022,115,16,8
0,0,2022,117,16,10
0,0,2022,117,16,7
0,0,2022,117,16,8
0,0,2022,117,16,9
0,0,2022,117,16,10
0,0,2022,117,16,9
0,0,2022,121,16,8
0,0,2022,122,16,6
0,0,2022,122,16,8
0,0,2022,123,16,9
0,0,2022,123,16,10.5
0,0,2022,217,16,9
0,0,2022,217,16,7
0,1,2022,217,16,6
,,2020,247,15.9,
,,2020,248,15.9,
,,2020,248,15.9,
,,2020,320,15.8,
,1,2020,237,15.6,12
,,2020,272,15.6,8
,,2020,283,15.6,
0,1,2021,279,15.5,7
0,1,2021,279,15.5,8
,1,2020,254,15.5,9
,1,2020,254,15.5,9
0,0,2021,118,15.5,7.5
0,1,2021,207,15.5,8
0,1,2021,222,15.5,7
0,1,2021,224,15.5,10
0,1,2021,238,15.5,11.6
0,0,2021,278,15.5,6.8
0,1,2021,279,15.5,8.2
0,1,2021,280,15.5,14
0,1,2021,281,15.5,9.4
0,1,2021,281,15.5,10
0,0,2021,284,15.5,7.5
0,1,2021,285,15.5,9
0,1,2021,286,15.5,10
0,1,2021,333,15.5,11.5
0,1,2021,333,15.5,7
0,0,2021,339,15.5,7
0,0,2022,88,15.5,8
0,1,2022,98,15.5,7
0,1,2022,112,15.5,6
0,0,2022,113,15.5,7
0,0,2022,116,15.5,10
0,0,2022,117,15.5,9
0,0,2022,117,15.5,8
0,0,2022,121,15.5,12
0,0,2022,152,15.5,8
,,2020,247,15.3,
,,2020,320,15.3,
,1,2020,245,15.1,8
,1,2020,253,15.1,7
0,1,2021,279,15,7
0,1,2021,286,15,9
0,1,2021,131,11,6.5
,1,2018,297,15,
0,1,2021,223,15,10
0,1,2021,332,15,
0,1,2022,95,15,9
,1,2018,248,15,5
,1,2018,297,15,
,,2020,146,15,10
,1,2020,343,15,7
0,1,2021,279,15,8
0,1,2021,279,15,6
0,1,2021,285,15,9
0,1,2021,334,15,12
0,1,2021,356,15,10
0,1,2022,97,15,8
,1,2018,248,15,6
,1,2018,248,15,6
,,2018,267,15,10
1,,2018,275,15,
,1,2018,297,15,8
,1,2018,297,15,5
,,2019,51,15,9
,1,2020,240,15,8
,,2020,240,15,10
,,2020,240,15,5
,,2020,244,15,6
,1,2020,245,15,9
,1,2020,253,15,11
,1,2020,253,15,10
,,2020,253,15,11
,1,2020,253,15,12
,,2020,253,15,10
,1,2020,253,15,10
,0,2020,254,15,9
,1,2020,254,15,17
,1,2020,254,15,9
,,2020,266,15,14
,,2020,272,15,11
,,2020,273,15,7
,,2020,274,15,
,,2020,275,15,8
,,2020,316,15,7
,,2020,316,15,7
,1,2020,316,15,8
,,2020,316,15,7
,,2020,319,15,
,,2020,320,15,
,0,2020,338,15,12
,,2020,343,15,13
,,2020,343,15,10
0,0,2021,40,15,5
,,2021,69,15,
0,0,2021,132,11,7
0,1,2021,132,9,7
0,0,2021,131,8,8
0,0,2021,132,8,6
1,,2021,85,15,8
0,0,2021,85,15,7
0,0,2021,85,15,11
,,2021,89,15,8
,0,2021,91,15,7
0,0,2021,96,15,8
0,0,2021,98,15,8
0,0,2021,118,15,7
0,0,2021,118,15,7
0,0,2021,118,15,6.5
0,0,2021,123,15,7
0,0,2021,131,5,4
,,2021,151,5,5
,,2021,221,,
0,0,2021,162,15,10
0,0,2021,163,15,10
,,2021,223,,
,1,2021,224,32,12
0,1,2021,210,15,7
,0,2021,218,15,6
,1,2021,218,15,12
,1,2021,218,15,9
,1,2021,218,15,7
,1,2021,218,15,12
,1,2021,218,15,5
,1,2021,218,15,13
,,2021,218,15,15
0,1,2021,220,15,10
0,1,2021,222,15,8
0,1,2021,222,15,10
0,1,2021,224,15,8.5
0,1,2021,224,15,10
,,2021,236,15,6
0,1,2021,238,15,9
1,1,2021,244,15,7
0,1,2021,251,15,7
0,0,2021,251,15,7
0,1,2021,266,15,5
0,1,2021,267,15,6
0,1,2021,270,15,9.8
0,1,2021,270,15,7
0,1,2021,278,15,9.6
0,1,2021,280,15,8
0,1,2021,280,15,9
0,1,2021,280,15,6
0,1,2021,281,15,9.5
0,1,2021,281,15,8.4
0,1,2021,281,15,8.6
0,1,2021,281,15,7.4
0,1,2021,281,15,10
0,1,2021,281,15,11
0,1,2021,281,15,11
0,1,2021,281,15,8
0,1,2021,284,15,9.5
0,1,2021,284,15,7
0,1,2021,285,15,8
0,1,2021,285,15,
0,1,2021,285,15,6
0,1,2021,285,15,6
0,1,2021,285,15,8
0,1,2021,285,15,7
0,1,2021,285,15,8.8
0,1,2021,322,15,9
0,1,2021,322,15,8
0,1,2021,322,15,10
,,2021,330,15,5
,1,2021,330,15,8
0,1,2021,333,15,15
0,1,2021,334,15,11
0,1,2021,334,15,12
0,1,2021,334,15,11
0,1,2021,334,15,10
0,1,2021,334,15,11
0,0,2021,339,15,9
0,1,2021,341,15,8
0,1,2021,342,15,6
0,1,2021,342,15,9.4
,1,2021,342,15,7
0,1,2021,355,15,5
0,1,2021,355,15,9
,1,2022,27,15,9
0,0,2022,89,15,
0,0,2022,89,15,9
0,0,2022,89,15,11
0,1,2022,96,15,6
0,0,2022,97,15,6
0,1,2022,97,15,6
0,0,2022,97,15,9
0,1,2022,101,15,5
0,0,2022,101,15,11
0,0,2022,102,15,11
0,0,2022,112,15,11
0,1,2022,112,15,7
0,0,2022,113,15,7
0,0,2022,116,15,8
0,0,2022,117,15,8
0,0,2022,117,15,8
0,0,2022,117,15,9
0,0,2022,117,15,10
0,0,2022,117,15,11
0,0,2022,117,15,7
0,0,2022,117,15,8
0,0,2022,117,15,9
0,0,2022,117,15,11
0,0,2022,118,15,7
0,0,2022,121,15,7
0,0,2022,122,15,8
0,0,2022,122,15,7
0,0,2022,122,15,7
0,0,2022,122,15,8
0,0,2022,122,15,8
0,0,2022,123,15,9
0,0,2022,123,15,7
0,0,2022,179,15,11
0,0,2022,213,15,7
0,1,2022,213,15,5
0,0,2022,217,15,7
0,1,2022,217,15,9
0,1,2022,217,15,9
0,1,2022,217,15,7
0,1,2021,238,15,8
0,0,2021,355,15,4
,1,2020,254,14.9,4.5
,1,2020,254,14.9,6
,,2020,319,14.8,
,1,2020,253,14.6,8
,,2020,283,14.6,
,,2020,320,14.6,
,,2020,320,14.6,
0,1,2021,162,14.5,7
0,1,2021,220,14.5,9
0,1,2021,223,14.5,7
0,1,2021,238,14.5,7.1
0,1,2021,238,14.5,
0,1,2021,249,14.5,6.8
0,0,2021,266,14.5,6
0,0,2021,277,14.5,10
0,0,2021,278,14.5,7.2
0,1,2021,278,14.5,7.8
0,1,2021,333,14.5,4.8
