year,dbh_cm,height_m,disturbance_category,fire_disturbance_type,logging_decade
2020,16.9,,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2020,16.7,12,fire,No detected disturbance,
2020,16.6,,fire,No detected disturbance,
2020,16.5,8.5,fire,No detected disturbance,
2020,16.5,,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,16.5,8,fire,No detected disturbance,
2021,17,11,fire,No detected disturbance,
2021,16.5,11,fire,No detected disturbance,
2021,16.5,9.5,fire,No detected disturbance,
2021,16.5,11,fire,No detected disturbance,
2021,16.5,7,fire,No detected disturbance,
2021,16.5,9.4,fire,No detected disturbance,
2021,16.5,6.2,fire,No detected disturbance,
2021,16.5,8,fire,No detected disturbance,
2021,16.5,10,fire,No detected disturbance,
2021,16.5,12,fire,No detected disturbance,
2021,16.5,7.8,fire,No detected disturbance,
2021,16.5,8.8,fire,No detected disturbance,
2021,16.5,10.3,fire,No detected disturbance,
2021,16.5,9.6,fire,No detected disturbance,
2021,16.5,8,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,16.5,10.4,fire,No detected disturbance,
2021,16.5,6.8,fire,No detected disturbance,
2022,16.5,7,fire,No detected disturbance,
2022,16.5,8,fire,No detected disturbance,
2022,16.5,7,fire,No detected disturbance,
2022,16.5,8,fire,No detected disturbance,
2022,16.5,7,fire,No detected disturbance,
2022,16.5,11,fire,No detected disturbance,
2022,16.5,7,fire,No detected disturbance,
2020,16.4,,fire,No detected disturbance,
2020,16.4,,fire,No detected disturbance,
2021,16.25,5,fire,No detected disturbance,
2020,16.2,,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,16,10,fire,No detected disturbance,
2020,16,14,fire,No detected disturbance,
2020,16,7,fire,No detected disturbance,
2022,16,10,fire,No detected disturbance,
2022,16,16,fire,No detected disturbance,
2022,16,6,fire,No detected disturbance,
2022,16,8,fire,No detected disturbance,
2022,16,8,fire,No detected disturbance,
2019,16,8,fire,No detected disturbance,
2020,16,9,fire,No detected disturbance,
2020,16,11,fire,No detected disturbance,
2020,16,9,fire,No detected disturbance,
2020,16,8,fire,No detected disturbance,
2020,16,6,fire,No detected disturbance,
2020,16,9,fire,No detected disturbance,
2020,16,9,fire,No detected disturbance,
2020,16,,fire,No detected disturbance,
2020,16,16,fire,No detected disturbance,
2020,16,12,fire,No detected disturbance,
2020,16,8,fire,No detected disturbance,
2020,16,7,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,16,10,fire,No detected disturbance,
2021,16,,fire,No detected disturbance,
2021,16,7,fire,No detected disturbance,
2021,16,8,fire,No detected disturbance,
2021,16,9,fire,No detected disturbance,
2021,16,10,fire,No detected disturbance,
2021,16,10,fire,No detected disturbance,
2021,16,12,fire,No detected disturbance,
2021,15,11,fire,No detected disturbance,
2021,16,10,fire,No detected disturbance,
2021,16,9,fire,No detected disturbance,
2021,16,11,fire,No detected disturbance,
2021,16,7,fire,No detected disturbance,
2021,16,10,fire,No detected disturbance,
2021,16,7,fire,No detected disturbance,
2021,16,8,fire,No detected disturbance,
2021,16,11,fire,No detected disturbance,
2021,16,8.5,fire,No detected disturbance,
2021,16,10,fire,No detected disturbance,
2021,16,10.5,fire,No detected disturbance,
2021,16,8.6,fire,No detected disturbance,
2021,16,8.4,fire,No detected disturbance,
2021,16,9,fire,No detected disturbance,
2021,16,15,fire,No detected disturbance,
2021,16,7,fire,No detected disturbance,
2021,16,8,fire,No detected disturbance,
2021,16,16,fire,No detected disturbance,
2021,16,11.4,fire,No detected disturbance,
2021,16,9,fire,No detected disturbance,
2021,16,9.4,fire,No detected disturbance,
2021,16,6,fire,No detected disturbance,
2021,16,10,fire,No detected disturbance,
2021,16,10.2,fire,No detected disturbance,
2021,16,12,fire,No detected disturbance,
2021,16,7,fire,No detected disturbance,
2021,16,10,fire,No detected disturbance,
2021,16,8.4,fire,No detected disturbance,
2021,16,6.8,fire,No detected disturbance,
2021,16,8.8,fire,No detected disturbance,
2021,16,7,fire,No detected disturbance,
2021,16,7,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,16,6.5,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,16,5,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2022,16,7.4,fire,No detected disturbance,
2022,16,8,fire,No detected disturbance,
2021,11.5,7,fire,No detected disturbance,
2022,16,8,fire,No detected disturbance,
2022,16,9,fire,No detected disturbance,
2022,16,9,fire,No detected disturbance,
2022,16,8,fire,No detected disturbance,
2022,16,16,fire,No detected disturbance,
2022,16,5,fire,No detected disturbance,
2022,16,7,fire,No detected disturbance,
2022,16,8,fire,No detected disturbance,
2022,16,8,fire,No detected disturbance,
2022,16,7,fire,No detected disturbance,
2022,16,8,fire,No detected disturbance,
2022,16,10,fire,No detected disturbance,
2022,16,7,fire,No detected disturbance,
2022,16,8,fire,No detected disturbance,
2022,16,9,fire,No detected disturbance,
2022,16,10,fire,No detected disturbance,
2022,16,9,fire,No detected disturbance,
2022,16,8,fire,No detected disturbance,
2022,16,6,fire,No detected disturbance,
2022,16,8,fire,No detected disturbance,
2022,16,9,fire,No detected disturbance,
2022,16,10.5,fire,No detected disturbance,
2022,16,9,fire,No detected disturbance,
2022,16,7,fire,No detected disturbance,
2022,16,6,fire,No detected disturbance,
2020,15.9,,fire,No detected disturbance,
2020,15.8,,fire,No detected disturbance,
2020,15.6,8,fire,No detected disturbance,
2021,15.5,7,fire,No detected disturbance,
2021,15.5,8,fire,No detected disturbance,
2021,15.5,7.5,fire,No detected disturbance,
2021,15.5,7,fire,No detected disturbance,
2021,15.5,6.8,fire,No detected disturbance,
2021,15.5,8.2,fire,No detected disturbance,
2021,15.5,14,fire,No detected disturbance,
2021,15.5,9.4,fire,No detected disturbance,
2021,15.5,10,fire,No detected disturbance,
2021,15.5,7.5,fire,No detected disturbance,
2021,15.5,9,fire,No detected disturbance,
2021,15.5,7,fire,No detected disturbance,
2021,15.5,7,fire,No detected disturbance,
2022,15.5,8,fire,No detected disturbance,
2022,15.5,7,fire,No detected disturbance,
2022,15.5,6,fire,No detected disturbance,
2022,15.5,7,fire,No detected disturbance,
2022,15.5,10,fire,No detected disturbance,
2022,15.5,9,fire,No detected disturbance,
2022,15.5,8,fire,No detected disturbance,
2022,15.5,12,fire,No detected disturbance,
2020,15.3,,fire,No detected disturbance,
2020,15.3,,fire,No detected disturbance,
2021,15,7,fire,No detected disturbance,
2021,11,6.5,fire,No detected disturbance,
2018,15,,fire,No detected disturbance,
2022,15,9,fire,No detected disturbance,
2018,15,5,fire,No detected disturbance,
2018,15,,fire,No detected disturbance,
2020,15,10,fire,No detected disturbance,
2021,15,8,fire,No detected disturbance,
2021,15,6,fire,No detected disturbance,
2021,15,9,fire,No detected disturbance,
2022,15,8,fire,No detected disturbance,
2018,15,6,fire,No detected disturbance,
2018,15,6,fire,No detected disturbance,
2018,15,8,fire,No detected disturbance,
2018,15,5,fire,No detected disturbance,
2019,15,9,fire,No detected disturbance,
2020,15,6,fire,No detected disturbance,
2020,15,9,fire,No detected disturbance,
2020,15,14,fire,No detected disturbance,
2020,15,11,fire,No detected disturbance,
2020,15,7,fire,No detected disturbance,
2020,15,8,fire,No detected disturbance,
2020,15,7,fire,No detected disturbance,
2020,15,7,fire,No detected disturbance,
2020,15,8,fire,No detected disturbance,
2020,15,7,fire,No detected disturbance,
2020,15,,fire,No detected disturbance,
2020,15,,fire,No detected disturbance,
2020,15,12,fire,No detected disturbance,
2021,11,7,fire,No detected disturbance,
2021,8,8,fire,No detected disturbance,
2021,8,6,fire,No detected disturbance,
2021,15,8,fire,No detected disturbance,
2021,15,7,fire,No detected disturbance,
2021,15,11,fire,No detected disturbance,
2021,15,7,fire,No detected disturbance,
2021,15,8,fire,No detected disturbance,
2021,15,8,fire,No detected disturbance,
2021,15,7,fire,No detected disturbance,
2021,15,7,fire,No detected disturbance,
2021,15,6.5,fire,No detected disturbance,
2021,15,7,fire,No detected disturbance,
2021,5,4,fire,No detected disturbance,
2021,15,10,fire,No detected disturbance,
2021,15,10,fire,No detected disturbance,
2021,32,12,fire,No detected disturbance,
2021,15,6,fire,Fire Severity 4/5a - Light or No Crown Scorch. Understorey Burnt,
2021,15,12,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,15,9,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,15,7,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,15,12,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,15,5,fire,No detected disturbance,
2021,15,13,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,15,15,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,15,10,fire,No detected disturbance,
2021,15,6,fire,No detected disturbance,
2021,15,9,fire,No detected disturbance,
2021,15,7,fire,No detected disturbance,
2021,15,7,fire,No detected disturbance,
2021,15,5,fire,No detected disturbance,
2021,15,9.6,fire,No detected disturbance,
2021,15,8,fire,No detected disturbance,
2021,15,9,fire,No detected disturbance,
2021,15,6,fire,No detected disturbance,
2021,15,9.5,fire,No detected disturbance,
2021,15,8.4,fire,No detected disturbance,
2021,15,8.6,fire,No detected disturbance,
2021,15,7.4,fire,No detected disturbance,
2021,15,10,fire,No detected disturbance,
2021,15,11,fire,No detected disturbance,
2021,15,11,fire,No detected disturbance,
2021,15,8,fire,No detected disturbance,
2021,15,7,fire,No detected disturbance,
2021,15,8,fire,No detected disturbance,
2021,15,,fire,No detected disturbance,
2021,15,6,fire,No detected disturbance,
2021,15,6,fire,No detected disturbance,
2021,15,8,fire,No detected disturbance,
2021,15,7,fire,No detected disturbance,
2021,15,8.8,fire,No detected disturbance,
2021,15,5,fire,No detected disturbance,
2021,15,8,fire,No detected disturbance,
2021,15,10,fire,No detected disturbance,
2021,15,9,fire,No detected disturbance,
2021,15,8,fire,No detected disturbance,
2021,15,6,fire,No detected disturbance,
2021,15,9.4,fire,No detected disturbance,
2021,15,7,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,15,5,fire,No detected disturbance,
2022,15,9,fire,No detected disturbance,
2022,15,,fire,No detected disturbance,
2022,15,9,fire,No detected disturbance,
2022,15,11,fire,No detected disturbance,
2022,15,6,fire,No detected disturbance,
2022,15,6,fire,No detected disturbance,
2022,15,6,fire,No detected disturbance,
2022,15,9,fire,No detected disturbance,
2022,15,5,fire,No detected disturbance,
2022,15,11,fire,No detected disturbance,
2022,15,11,fire,No detected disturbance,
2022,15,11,fire,No detected disturbance,
2022,15,7,fire,No detected disturbance,
2022,15,7,fire,No detected disturbance,
2022,15,8,fire,No detected disturbance,
2022,15,8,fire,No detected disturbance,
2022,15,8,fire,No detected disturbance,
2022,15,9,fire,No detected disturbance,
2022,15,10,fire,No detected disturbance,
2022,15,11,fire,No detected disturbance,
2022,15,7,fire,No detected disturbance,
2022,15,8,fire,No detected disturbance,
2022,15,9,fire,No detected disturbance,
2022,15,11,fire,No detected disturbance,
2022,15,7,fire,No detected disturbance,
2022,15,7,fire,No detected disturbance,
2022,15,8,fire,No detected disturbance,
2022,15,7,fire,No detected disturbance,
2022,15,7,fire,No detected disturbance,
2022,15,8,fire,No detected disturbance,
2022,15,8,fire,No detected disturbance,
2022,15,9,fire,No detected disturbance,
2022,15,7,fire,No detected disturbance,
2022,15,11,fire,No detected disturbance,
2022,15,5,fire,No detected disturbance,
2022,15,7,fire,No detected disturbance,
2022,15,9,fire,No detected disturbance,
2021,15,8,fire,No detected disturbance,
2020,14.8,,fire,No detected disturbance,
2020,14.6,,fire,No detected disturbance,
2020,14.6,,fire,No detected disturbance,
2021,14.5,7,fire,No detected disturbance,
2021,14.5,9,fire,No detected disturbance,
2021,14.5,,fire,No detected disturbance,
2021,14.5,6.8,fire,No detected disturbance,
2021,14.5,6,fire,No detected disturbance,
2021,14.5,10,fire,No detected disturbance,
2021,14.5,7.2,fire,No detected disturbance,
2021,14.5,7.8,fire,No detected disturbance,
2021,14.5,7,fire,No detected disturbance,
2022,14.5,6,fire,No detected disturbance,
2022,14.5,9,fire,No detected disturbance,
2020,14.3,,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,14.3,7.5,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2020,14.2,,fire,No detected disturbance,
2021,20,10,fire,No detected disturbance,
2021,14,8,fire,No detected disturbance,
2022,14,6,fire,No detected disturbance,
2019,14,7,fire,No detected disturbance,
2020,14,7,fire,No detected disturbance,
2020,14,7,fire,No detected disturbance,
2020,14,8,fire,Fire Severity 4/5a - Light or No Crown Scorch. Understorey Burnt,
2020,14,14,fire,No detected disturbance,
2020,14,10,fire,No detected disturbance,
2020,14,8,fire,No detected disturbance,
2020,14,7,fire,No detected disturbance,
2020,14,7,fire,No detected disturbance,
2020,14,8,fire,No detected disturbance,
2020,14,7,fire,No detected disturbance,
2020,14,8,fire,No detected disturbance,
2020,14,,fire,No detected disturbance,
2020,14,,fire,No detected disturbance,
2020,14,,fire,Fire Severity 3 - Moderate Crown Scorch,
2021,18,10,fire,No detected disturbance,
2021,14,10,fire,No detected disturbance,
2021,14,7,fire,No detected disturbance,
2021,14,9,fire,No detected disturbance,
2021,14,8,fire,No detected disturbance,
2021,14,7,fire,No detected disturbance,
2021,14,8,fire,No detected disturbance,
2021,14,9,fire,No detected disturbance,
2021,14,9,fire,No detected disturbance,
2021,14,8,fire,No detected disturbance,
2021,14,8,fire,No detected disturbance,
2021,14,7,fire,No detected disturbance,
2021,14,8,fire,No detected disturbance,
2021,14,8,fire,No detected disturbance,
2021,14,10.4,fire,No detected disturbance,
2021,14,12,fire,No detected disturbance,
2021,14,10,fire,No detected disturbance,
2021,14,9,fire,No detected disturbance,
2021,14,8,fire,No detected disturbance,
2021,14,9.2,fire,No detected disturbance,
2021,14,6,fire,No detected disturbance,
2021,14,11,fire,No detected disturbance,
2021,14,10,fire,No detected disturbance,
2021,14,9,fire,No detected disturbance,
2021,14,9,fire,No detected disturbance,
2021,14,7,fire,No detected disturbance,
2021,14,8,fire,No detected disturbance,
2021,14,9,fire,No detected disturbance,
2021,14,8.5,fire,No detected disturbance,
2021,14,8,fire,No detected disturbance,
2021,14,8,fire,No detected disturbance,
2021,14,10,fire,No detected disturbance,
2021,14,8.5,fire,No detected disturbance,
2021,14,8.1,fire,No detected disturbance,
2021,14,8.7,fire,No detected disturbance,
2021,14,4.5,fire,No detected disturbance,
2021,14,10,fire,No detected disturbance,
2021,14,10,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,14,6,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,14,7,fire,No detected disturbance,
2022,14,9,fire,No detected disturbance,
2022,14,10,fire,No detected disturbance,
2022,14,7,fire,No detected disturbance,
2022,14,9,fire,No detected disturbance,
2022,14,7,fire,No detected disturbance,
2022,14,6,fire,No detected disturbance,
2022,14,8,fire,No detected disturbance,
2022,14,11,fire,No detected disturbance,
2022,14,6,fire,No detected disturbance,
2022,14,14,fire,No detected disturbance,
2022,14,7,fire,No detected disturbance,
2022,14,7,fire,No detected disturbance,
2022,14,6,fire,No detected disturbance,
2022,14,5,fire,No detected disturbance,
2022,14,7,fire,No detected disturbance,
2022,14,6,fire,No detected disturbance,
2022,14,5,fire,No detected disturbance,
2022,14,7,fire,No detected disturbance,
2022,14,6,fire,No detected disturbance,
2022,14,6,fire,No detected disturbance,
2022,14,8,fire,No detected disturbance,
2022,14,7,fire,No detected disturbance,
2022,14,7,fire,No detected disturbance,
2022,14,7,fire,No detected disturbance,
2022,14,7,fire,No detected disturbance,
2022,14,6,fire,No detected disturbance,
2022,14,8,fire,No detected disturbance,
2022,14,7,fire,No detected disturbance,
2022,14,7,fire,No detected disturbance,
2022,14,6,fire,No detected disturbance,
2022,14,7,fire,No detected disturbance,
2022,14,7,fire,No detected disturbance,
2022,14,7,fire,No detected disturbance,
2022,14,5,fire,No detected disturbance,
2022,14,9,fire,No detected disturbance,
2022,14,8,fire,No detected disturbance,
2022,14,7,fire,No detected disturbance,
2022,14,8,fire,No detected disturbance,
2022,14,7,fire,Fire Severity 4/5a - Light or No Crown Scorch. Understorey Burnt,
2022,14,,fire,No detected disturbance,
2022,14,7,fire,No detected disturbance,
2022,14,7,fire,No detected disturbance,
2022,14,6,fire,No detected disturbance,
2022,14,9,fire,No detected disturbance,
2022,14,8,fire,No detected disturbance,
2022,14,6,fire,No detected disturbance,
2022,14,7,fire,No detected disturbance,
2022,14,7,fire,No detected disturbance,
2020,13.8,,fire,No detected disturbance,
2020,13.7,,fire,No detected disturbance,
2020,13.7,,fire,No detected disturbance,
2020,13.7,,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2020,13.5,,fire,No detected disturbance,
2021,13.5,8,fire,No detected disturbance,
2021,13.5,9,fire,No detected disturbance,
2021,13.5,7,fire,No detected disturbance,
2021,13.5,9.5,fire,No detected disturbance,
2021,13.5,10,fire,No detected disturbance,
2021,13.5,9,fire,No detected disturbance,
2021,13.5,11.2,fire,No detected disturbance,
2021,13.5,11,fire,No detected disturbance,
2021,13.5,6.7,fire,No detected disturbance,
2021,13.5,7.5,fire,No detected disturbance,
2021,13.5,8.6,fire,No detected disturbance,
2021,13.5,6,fire,No detected disturbance,
2021,13.5,6.8,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,13.5,8,fire,No detected disturbance,
2021,13.5,7,fire,No detected disturbance,
2021,13.5,9,fire,No detected disturbance,
2022,13.5,8.4,fire,No detected disturbance,
2022,13.5,9,fire,No detected disturbance,
2022,13.5,6,fire,No detected disturbance,
2022,13.5,6,fire,No detected disturbance,
2022,13.5,8,fire,No detected disturbance,
2022,13.5,7,fire,No detected disturbance,
2022,13.5,9,fire,No detected disturbance,
2022,13.5,5,fire,No detected disturbance,
2020,13.4,,fire,No detected disturbance,
2020,13.4,,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2020,13.4,,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,13.4,5,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,13.2,4,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,13,8,fire,No detected disturbance,
2021,13,8,fire,No detected disturbance,
2021,13,6,fire,No detected disturbance,
2021,13,6,fire,No detected disturbance,
2020,13,6,fire,No detected disturbance,
2020,13,14,fire,No detected disturbance,
2021,13,6,fire,No detected disturbance,
2021,13,7,fire,No detected disturbance,
2021,13,6,fire,No detected disturbance,
2021,13,13,fire,No detected disturbance,
2020,13,9,fire,No detected disturbance,
2020,13,7,fire,No detected disturbance,
2020,13,10,fire,No detected disturbance,
2020,13,7,fire,No detected disturbance,
2020,13,12,fire,No detected disturbance,
2020,13,8,fire,No detected disturbance,
2020,13,6,fire,No detected disturbance,
2020,13,7,fire,No detected disturbance,
2020,13,7,fire,No detected disturbance,
2021,13,10,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,13,6,fire,No detected disturbance,
2021,22,9,fire,No detected disturbance,
2021,13,8,fire,No detected disturbance,
2021,13,7,fire,No detected disturbance,
2021,13,10,fire,No detected disturbance,
2021,16,7,fire,No detected disturbance,
2021,13,6,fire,No detected disturbance,
2021,13,,fire,No detected disturbance,
2021,13,9,fire,No detected disturbance,
2021,13,8,fire,No detected disturbance,
2021,13,7,fire,No detected disturbance,
2021,13,5,fire,No detected disturbance,
2021,13,7,fire,No detected disturbance,
2021,13,6,fire,No detected disturbance,
2021,13,8,fire,No detected disturbance,
2021,13,7,fire,No detected disturbance,
2021,13,8,fire,No detected disturbance,
2021,13,6.5,fire,No detected disturbance,
2021,13,9,fire,No detected disturbance,
2021,13,6,fire,No detected disturbance,
2021,13,7.3,fire,No detected disturbance,
2021,13,6,fire,No detected disturbance,
2021,13,8,fire,No detected disturbance,
2021,13,9,fire,No detected disturbance,
2021,13,6,fire,No detected disturbance,
2021,13,7.6,fire,No detected disturbance,
2021,13,7.2,fire,No detected disturbance,
2021,13,8,fire,No detected disturbance,
2021,13,9.5,fire,No detected disturbance,
2021,13,9,fire,No detected disturbance,
2021,13,7,fire,No detected disturbance,
2021,13,8,fire,No detected disturbance,
2021,13,6.9,fire,No detected disturbance,
2021,13,6,fire,No detected disturbance,
2021,13,6,fire,No detected disturbance,
2021,13,6.5,fire,No detected disturbance,
2021,13,8.5,fire,No detected disturbance,
2021,13,8,fire,No detected disturbance,
2021,13,7,fire,No detected disturbance,
2021,13,7.8,fire,No detected disturbance,
2021,13,9.5,fire,No detected disturbance,
2021,13,8.2,fire,No detected disturbance,
2021,13,7.2,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,13,7,fire,No detected disturbance,
2021,13,8.6,fire,No detected disturbance,
2021,13,7,fire,No detected disturbance,
2021,13,6.8,fire,No detected disturbance,
2021,13,6,fire,No detected disturbance,
2021,13,7,fire,No detected disturbance,
2022,13,6,fire,No detected disturbance,
2022,13,6,fire,No detected disturbance,
2022,13,8,fire,No detected disturbance,
2022,13,9,fire,No detected disturbance,
2022,13,7,fire,No detected disturbance,
2022,13,6,fire,No detected disturbance,
2022,13,5,fire,No detected disturbance,
2022,13,8,fire,No detected disturbance,
2022,13,5,fire,No detected disturbance,
2022,13,8,fire,No detected disturbance,
2022,13,10,fire,No detected disturbance,
2022,13,6,fire,No detected disturbance,
2022,13,5,fire,No detected disturbance,
2022,13,7,fire,No detected disturbance,
2022,13,6,fire,No detected disturbance,
2022,13,6,fire,No detected disturbance,
2022,13,9,fire,No detected disturbance,
2022,13,7,fire,No detected disturbance,
2022,13,7,fire,No detected disturbance,
2022,13,7,fire,No detected disturbance,
2022,13,6,fire,No detected disturbance,
2022,13,7,fire,No detected disturbance,
2022,13,6,fire,No detected disturbance,
2022,13,6,fire,No detected disturbance,
2022,13,7,fire,No detected disturbance,
2022,13,7,fire,No detected disturbance,
2022,13,7,fire,No detected disturbance,
2022,13,8,fire,No detected disturbance,
2022,13,6,fire,No detected disturbance,
2022,13,6,fire,No detected disturbance,
2022,13,7,fire,No detected disturbance,
2022,13,7,fire,No detected disturbance,
2022,13,3,fire,No detected disturbance,
2020,12.9,,fire,No detected disturbance,
2020,12.9,,fire,No detected disturbance,
2020,12.9,,fire,No detected disturbance,
2020,12.7,,fire,No detected disturbance,
2021,12.5,6,fire,No detected disturbance,
2021,12.5,10,fire,No detected disturbance,
2020,12.5,8,fire,No detected disturbance,
2021,12.5,12,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,12.5,6,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,12.5,6,fire,No detected disturbance,
2021,12.5,7,fire,No detected disturbance,
2021,12.5,5.5,fire,No detected disturbance,
2021,12.5,5.2,fire,No detected disturbance,
2021,12.5,9,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2021,12.5,6,fire,No detected disturbance,
2021,12.5,7.8,fire,No detected disturbance,
2021,12.5,8.8,fire,No detected disturbance,
2021,12.5,12.5,fire,No detected disturbance,
2021,12.5,6,fire,No detected disturbance,
2021,12.5,7.3,fire,No detected disturbance,
2021,12.5,7.2,fire,No detected disturbance,
2021,12.5,7,fire,No detected disturbance,
2021,12.5,5,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2022,12.5,7,fire,No detected disturbance,
2022,12.5,4.5,fire,No detected disturbance,
2022,12.5,5,fire,No detected disturbance,
2020,12.4,,fire,No detected disturbance,
2020,12.4,,fire,No detected disturbance,
2020,12.4,,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2019,12.3,5,fire,No detected disturbance,
2020,12.1,,fire,No detected disturbance,
2020,12.1,,fire,No detected disturbance,
2020,12.1,,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2022,12,6,fire,No detected disturbance,
2021,12,7,fire,No detected disturbance,
2022,12,9,fire,No detected disturbance,
2019,12,10,fire,No detected disturbance,
2020,12,6,fire,No detected disturbance,
2021,12,12,fire,No detected disturbance,
2021,12,5,fire,No detected disturbance,
2021,12,6,fire,No detected disturbance,
2021,12,6,fire,No detected disturbance,
2021,12,7,fire,No detected disturbance,
2021,12,8,fire,No detected disturbance,
2021,12,15,fire,No detected disturbance,
2022,12,8,fire,No detected disturbance,
2022,12,6,fire,No detected disturbance,
2018,12,8,fire,No detected disturbance,
2018,12,8,fire,No detected disturbance,
2018,12,,fire,No detected disturbance,
2020,12,7,fire,No detected disturbance,
2020,12,7,fire,No detected disturbance,
2020,12,7,fire,No detected disturbance,
2020,12,7,fire,No detected disturbance,
2020,12,8,fire,No detected disturbance,
2020,12,9,fire,No detected disturbance,
2020,12,7,fire,No detected disturbance,
2020,12,6,fire,No detected disturbance,
2020,12,6,fire,No detected disturbance,
2021,12,,fire,No detected disturbance,
2021,12,7,fire,No detected disturbance,
2021,12,5,fire,No detected disturbance,
2021,12,7,fire,No detected disturbance,
2021,12,,fire,No detected disturbance,
2021,12,6,fire,No detected disturbance,
2021,12,7,fire,No detected disturbance,
2021,30,20,fire,No detected disturbance,
2021,12,7,fire,No detected disturbance,
2021,12,8,fire,No detected disturbance,
2021,12,6,fire,No detected disturbance,
2021,12,5,fire,No detected disturbance,
2021,12,8,fire,No detected disturbance,
2021,25,14,fire,No detected disturbance,
2021,12,6.1,fire,No detected disturbance,
2021,12,8.9,fire,No detected disturbance,
2021,12,7,fire,No detected disturbance,
2021,12,7,fire,No detected disturbance,
2021,12,5.6,fire,No detected disturbance,
2021,12,7,fire,No detected disturbance,
2021,12,11,fire,No detected disturbance,
2021,12,8,fire,No detected disturbance,
2021,12,7,fire,No detected disturbance,
2021,12,7,fire,No detected disturbance,
2021,12,4,fire,No detected disturbance,
2021,12,7,fire,No detected disturbance,
2021,12,8,fire,No detected disturbance,
2021,12,8.2,fire,No detected disturbance,
2021,12,8,fire,No detected disturbance,
2021,12,10,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
2022,12,8,fire,No detected disturbance,
2022,12,6,fire,No detected disturbance,
2022,12,5,fire,No detected disturbance,
2022,12,7,fire,No detected disturbance,
2022,12,7,fire,No detected disturbance,
2022,12,6,fire,No detected disturbance,
2022,12,8,fire,No detected disturbance,
2022,12,8,fire,No detected disturbance,
2022,12,6,fire,No detected disturbance,
2022,12,6,fire,No detected disturbance,
2022,12,6,fire,No detected disturbance,
2022,12,6,fire,No detected disturbance,
2022,12,7,fire,No detected disturbance,
2022,12,6,fire,No detected disturbance,
2022,12,6,fire,No detected disturbance,
2022,12,6,fire,No detected disturbance,
2022,12,5,fire,No detected disturbance,
2022,12,8,fire,No detected disturbance,
2022,12,8,fire,No detected disturbance,
2022,12,3,fire,No detected disturbance,
2020,11.9,,fire,No detected disturbance,
2020,11.9,,fire,No detected disturbance,
2020,11.8,,fire,No detected disturbance,
2022,,10,fire,No detected disturbance,
2021,11.5,7,fire,No detected disturbance,
2021,11.5,6.5,fire,No detected disturbance,
2020,11.5,,fire,No detected disturbance,
2020,11.5,,fire,No detected disturbance,
2021,11.5,6,fire,No detected disturbance,
2021,11.5,6,fire,No detected disturbance,
2021,11.5,8,fire,No detected disturbance,
2021,11.5,6,fire,No detected disturbance,
2021,11.5,7.5,fire,No detected disturbance,
2021,11.5,8,fire,No detected disturbance,
2021,11.5,9,fire,No detected disturbance,
2021,11.5,8.2,fire,No detected disturbance,
2021,11.5,9.3,fire,No detected disturbance,
2021,11.5,7,fire,No detected disturbance,
2021,11.5,5.4,fire,No detected disturbance,
2021,11.5,7.4,fire,No detected disturbance,
2021,11.5,4,fire,Fire Severity 5b - No Crown Scorch. No Understorey Burnt,
